sample_id,label,class,claude_score,model,condition,score,model_used,error
51,joann_autism_reflection,human,25,openai/gpt-5.4-mini,native,41,openai/gpt-5.4-mini,
52,amber_nice_things_sparkle,human,18,openai/gpt-5.4-mini,cortex,41,openai/gpt-5.4-mini,
52,amber_nice_things_sparkle,human,18,openai/gpt-5.4-mini,native,74,openai/gpt-5.4-mini,
53,claire_rule_breaker,human,25,openai/gpt-5.4-mini,cortex,67,openai/gpt-5.4-mini,
53,claire_rule_breaker,human,25,openai/gpt-5.4-mini,native,82,openai/gpt-5.4-mini,
54,samantha_out_of_office,human,22,openai/gpt-5.4-mini,cortex,28,openai/gpt-5.4-mini,
54,samantha_out_of_office,human,22,openai/gpt-5.4-mini,native,71,openai/gpt-5.4-mini,
55,maurice_break_note,human,28,openai/gpt-5.4-mini,cortex,60,openai/gpt-5.4-mini,
55,maurice_break_note,human,28,openai/gpt-5.4-mini,native,32,openai/gpt-5.4-mini,
56,hasin_deaths_reflection,human,12,openai/gpt-5.4-mini,cortex,26,openai/gpt-5.4-mini,
56,hasin_deaths_reflection,human,12,openai/gpt-5.4-mini,native,21,openai/gpt-5.4-mini,
57,mark_terse_complaint,human,10,openai/gpt-5.4-mini,cortex,18,openai/gpt-5.4-mini,
57,mark_terse_complaint,human,10,openai/gpt-5.4-mini,native,18,openai/gpt-5.4-mini,
58,elizabeth_dispatch_microphone,human,22,openai/gpt-5.4-mini,cortex,29,openai/gpt-5.4-mini,
58,elizabeth_dispatch_microphone,human,22,openai/gpt-5.4-mini,native,12,openai/gpt-5.4-mini,
59,colin_bd_honesty,human,22,openai/gpt-5.4-mini,cortex,45,openai/gpt-5.4-mini,
59,colin_bd_honesty,human,22,openai/gpt-5.4-mini,native,72,openai/gpt-5.4-mini,
60,ivo_bus_loyalty,human,28,openai/gpt-5.4-mini,cortex,72,openai/gpt-5.4-mini,
60,ivo_bus_loyalty,human,28,openai/gpt-5.4-mini,native,84,openai/gpt-5.4-mini,
61,carol_spring_walk,human,12,openai/gpt-5.4-mini,cortex,38,openai/gpt-5.4-mini,
61,carol_spring_walk,human,12,openai/gpt-5.4-mini,native,14,openai/gpt-5.4-mini,
62,tom_morning_brew,human,15,openai/gpt-5.4-mini,cortex,53,openai/gpt-5.4-mini,
62,tom_morning_brew,human,15,openai/gpt-5.4-mini,native,18,openai/gpt-5.4-mini,
63,francisco_lost_business_5cents,human,18,openai/gpt-5.4-mini,cortex,76,openai/gpt-5.4-mini,
63,francisco_lost_business_5cents,human,18,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
64,nick_substack_publish,human,18,openai/gpt-5.4-mini,cortex,14,openai/gpt-5.4-mini,
64,nick_substack_publish,human,18,openai/gpt-5.4-mini,native,67,openai/gpt-5.4-mini,
65,author_efl_earn_words,human,20,openai/gpt-5.4-mini,cortex,45,openai/gpt-5.4-mini,
65,author_efl_earn_words,human,20,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
66,sandrine_swedish_cv,human,25,openai/gpt-5.4-mini,cortex,71,openai/gpt-5.4-mini,
66,sandrine_swedish_cv,human,25,openai/gpt-5.4-mini,native,72,openai/gpt-5.4-mini,
67,mehdy_lng_news,human,32,openai/gpt-5.4-mini,cortex,57,openai/gpt-5.4-mini,
67,mehdy_lng_news,human,32,openai/gpt-5.4-mini,native,84,openai/gpt-5.4-mini,
68,natalia_alien_confession,human,22,openai/gpt-5.4-mini,cortex,84,openai/gpt-5.4-mini,
68,natalia_alien_confession,human,22,openai/gpt-5.4-mini,native,74,openai/gpt-5.4-mini,
69,robert_lending_lever,human,35,openai/gpt-5.4-mini,cortex,77,openai/gpt-5.4-mini,
69,robert_lending_lever,human,35,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
70,sherelle_youth_report,human,30,openai/gpt-5.4-mini,cortex,46,openai/gpt-5.4-mini,
70,sherelle_youth_report,human,30,openai/gpt-5.4-mini,native,73,openai/gpt-5.4-mini,
71,rosa_week_reflection,ambig,50,openai/gpt-5.4-mini,cortex,85,openai/gpt-5.4-mini,
71,rosa_week_reflection,ambig,50,openai/gpt-5.4-mini,native,18,openai/gpt-5.4-mini,
72,chris_friday_reflection,ambig,45,openai/gpt-5.4-mini,cortex,43,openai/gpt-5.4-mini,
72,chris_friday_reflection,ambig,45,openai/gpt-5.4-mini,native,62,openai/gpt-5.4-mini,
73,margaret_busy_productive,ambig,40,openai/gpt-5.4-mini,cortex,34,openai/gpt-5.4-mini,
73,margaret_busy_productive,ambig,40,openai/gpt-5.4-mini,native,74,openai/gpt-5.4-mini,
74,alex_reed_saturday_claude,ambig,25,openai/gpt-5.4-mini,cortex,18,openai/gpt-5.4-mini,
74,alex_reed_saturday_claude,ambig,25,openai/gpt-5.4-mini,native,27,openai/gpt-5.4-mini,
75,suzanne_systemic_investing,ambig,55,openai/gpt-5.4-mini,cortex,61,openai/gpt-5.4-mini,
75,suzanne_systemic_investing,ambig,55,openai/gpt-5.4-mini,native,86,openai/gpt-5.4-mini,
76,mandeep_gmat_anecdote,ambig,40,openai/gpt-5.4-mini,cortex,47,openai/gpt-5.4-mini,
76,mandeep_gmat_anecdote,ambig,40,openai/gpt-5.4-mini,native,83,openai/gpt-5.4-mini,
77,alex_gluz_pipeline_content,ambig,50,openai/gpt-5.4-mini,cortex,83,openai/gpt-5.4-mini,
77,alex_gluz_pipeline_content,ambig,50,openai/gpt-5.4-mini,native,73,openai/gpt-5.4-mini,
78,arlen_rethink_saas,ambig,50,openai/gpt-5.4-mini,cortex,76,openai/gpt-5.4-mini,
78,arlen_rethink_saas,ambig,50,openai/gpt-5.4-mini,native,62,openai/gpt-5.4-mini,
79,mark_pammesberger_terse,ambig,30,openai/gpt-5.4-mini,cortex,20,openai/gpt-5.4-mini,
79,mark_pammesberger_terse,ambig,30,openai/gpt-5.4-mini,native,31,openai/gpt-5.4-mini,
80,izzy_freight_pitch,ambig,45,openai/gpt-5.4-mini,cortex,73,openai/gpt-5.4-mini,
80,izzy_freight_pitch,ambig,45,openai/gpt-5.4-mini,native,17,openai/gpt-5.4-mini,
81,izzy_unlock_potential_pitch,clear_ai,70,openai/gpt-5.4-mini,cortex,80,openai/gpt-5.4-mini,
81,izzy_unlock_potential_pitch,clear_ai,70,openai/gpt-5.4-mini,native,63,openai/gpt-5.4-mini,
82,nick_destin_continued,human,18,openai/gpt-5.4-mini,cortex,17,openai/gpt-5.4-mini,
82,nick_destin_continued,human,18,openai/gpt-5.4-mini,native,14,openai/gpt-5.4-mini,
83,jason_financial_made_it,ambig,45,openai/gpt-5.4-mini,cortex,24,openai/gpt-5.4-mini,
83,jason_financial_made_it,ambig,45,openai/gpt-5.4-mini,native,58,openai/gpt-5.4-mini,
84,ron_dad_letter_short,ambig,38,openai/gpt-5.4-mini,cortex,23,openai/gpt-5.4-mini,
84,ron_dad_letter_short,ambig,38,openai/gpt-5.4-mini,native,98,openai/gpt-5.4-mini,
85,shubhi_agile_template,clear_ai,60,openai/gpt-5.4-mini,cortex,61,openai/gpt-5.4-mini,
85,shubhi_agile_template,clear_ai,60,openai/gpt-5.4-mini,native,84,openai/gpt-5.4-mini,
86,nilema_toxic_leaders,clear_ai,60,openai/gpt-5.4-mini,cortex,41,openai/gpt-5.4-mini,
86,nilema_toxic_leaders,clear_ai,60,openai/gpt-5.4-mini,native,73,openai/gpt-5.4-mini,
87,jon_lance_replacement,human,22,openai/gpt-5.4-mini,cortex,33,openai/gpt-5.4-mini,
87,jon_lance_replacement,human,22,openai/gpt-5.4-mini,native,74,openai/gpt-5.4-mini,
88,kane_wellness_residences,human,22,openai/gpt-5.4-mini,cortex,19,openai/gpt-5.4-mini,
88,kane_wellness_residences,human,22,openai/gpt-5.4-mini,native,34,openai/gpt-5.4-mini,
89,shae_followers_milestone,human,20,openai/gpt-5.4-mini,cortex,34,openai/gpt-5.4-mini,
89,shae_followers_milestone,human,20,openai/gpt-5.4-mini,native,32,openai/gpt-5.4-mini,
90,mia_emerging_leaders,ambig,35,openai/gpt-5.4-mini,cortex,67,openai/gpt-5.4-mini,
90,mia_emerging_leaders,ambig,35,openai/gpt-5.4-mini,native,57,openai/gpt-5.4-mini,
91,meriel_hr_transformation,ambig,50,openai/gpt-5.4-mini,cortex,79,openai/gpt-5.4-mini,
91,meriel_hr_transformation,ambig,50,openai/gpt-5.4-mini,native,21,openai/gpt-5.4-mini,
92,kate_rental_car_dialogue,human,12,openai/gpt-5.4-mini,cortex,24,openai/gpt-5.4-mini,
92,kate_rental_car_dialogue,human,12,openai/gpt-5.4-mini,native,73,openai/gpt-5.4-mini,
93,james_postits_pallet,human,8,openai/gpt-5.4-mini,cortex,32,openai/gpt-5.4-mini,
93,james_postits_pallet,human,8,openai/gpt-5.4-mini,native,82,openai/gpt-5.4-mini,
94,mike_tape_backup,human,18,openai/gpt-5.4-mini,cortex,37,openai/gpt-5.4-mini,
94,mike_tape_backup,human,18,openai/gpt-5.4-mini,native,72,openai/gpt-5.4-mini,
95,narayan_gps_panic,human,18,openai/gpt-5.4-mini,cortex,20,openai/gpt-5.4-mini,
95,narayan_gps_panic,human,18,openai/gpt-5.4-mini,native,73,openai/gpt-5.4-mini,
96,reuven_melbourne_call,human,18,openai/gpt-5.4-mini,cortex,12,openai/gpt-5.4-mini,
96,reuven_melbourne_call,human,18,openai/gpt-5.4-mini,native,23,openai/gpt-5.4-mini,
97,samuel_em_dash_fragment,clear_ai,75,openai/gpt-5.4-mini,cortex,52,openai/gpt-5.4-mini,
97,samuel_em_dash_fragment,clear_ai,75,openai/gpt-5.4-mini,native,88,openai/gpt-5.4-mini,
98,amira_just_start_template,clear_ai,78,openai/gpt-5.4-mini,cortex,40,openai/gpt-5.4-mini,
98,amira_just_start_template,clear_ai,78,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
99,umaima_uiux_template,ambig,55,openai/gpt-5.4-mini,cortex,42,openai/gpt-5.4-mini,
99,umaima_uiux_template,ambig,55,openai/gpt-5.4-mini,native,74,openai/gpt-5.4-mini,
100,nancy_authenticity_template,clear_ai,72,openai/gpt-5.4-mini,cortex,88,openai/gpt-5.4-mini,
100,nancy_authenticity_template,clear_ai,72,openai/gpt-5.4-mini,native,84,openai/gpt-5.4-mini,
